word,value,year
almighty,1,2034
altar,0,2034
babylon,0,2034
burnt,0,2034
came,4,2034
christ,65,2034
city,0,2034
come,17,2034
commanded,0,2034
daughter,0,2034
daughters,0,2034
david,3,2034
day,9,2034
declares,1,2034
descendant,3,2034
doe,24,2034
father,13,2034
given,6,2034
goat,0,2034
god,129,2034
grain,0,2034
ha,41,2034
hand,2,2034
hear,4,2034
heart,13,2034
israel,12,2034
jeremiah,0,2034
jerusalem,4,2034
jesus,36,2034
judah,0,2034
king,0,2034
kingdom,1,2034
know,21,2034
lamb,0,2034
land,0,2034
let,14,2034
life,26,2034
like,8,2034
lord,44,2034
love,15,2034
male,0,2034
man,38,2034
men,13,2034
month,0,2034
moses,4,2034
mother,2,2034
mouth,6,2034
offering,2,2034
old,2,2034
people,16,2034
pharaoh,1,2034
praise,5,2034
priest,0,2034
prophet,3,2034
reign,3,2034
sacrifice,1,2034
said,5,2034
saw,0,2034
say,23,2034
says,10,2034
seen,2,2034
sent,1,2034
servant,6,2034
sin,52,2034
solomon,0,2034
son,10,2034
sovereign,0,2034
speak,3,2034
spirit,34,2034
taken,1,2034
tell,1,2034
thing,13,2034
tribe,1,2034
wa,49,2034
went,0,2034
wife,0,2034
word,8,2034
year,2,2034
aaron,0,2035
almighty,0,2035
altar,3,2035
babylon,0,2035
burnt,0,2035
came,7,2035
christ,60,2035
city,0,2035
come,29,2035
commanded,1,2035
daughter,0,2035
daughters,0,2035
david,0,2035
day,6,2035
declares,0,2035
descendant,0,2035
doe,28,2035
father,4,2035
given,10,2035
goat,0,2035
god,93,2035
grain,1,2035
ha,62,2035
hand,5,2035
hear,1,2035
heart,2,2035
israel,1,2035
jeremiah,0,2035
jerusalem,1,2035
jesus,26,2035
judah,0,2035
king,2,2035
kingdom,5,2035
know,32,2035
lamb,1,2035
land,0,2035
let,8,2035
life,8,2035
like,13,2035
lord,59,2035
love,18,2035
male,1,2035
man,59,2035
men,21,2035
month,0,2035
moses,2,2035
mother,0,2035
mouth,0,2035
offering,0,2035
old,2,2035
people,11,2035
pharaoh,0,2035
praise,4,2035
priest,0,2035
prophet,3,2035
reign,1,2035
sacrifice,4,2035
said,3,2035
saw,0,2035
say,23,2035
says,5,2035
seen,2,2035
sent,0,2035
servant,1,2035
sin,9,2035
solomon,0,2035
son,3,2035
sovereign,0,2035
speak,18,2035
spirit,38,2035
taken,1,2035
tell,2,2035
thing,24,2035
tribe,0,2035
wa,30,2035
went,0,2035
wife,16,2035
word,10,2035
year,1,2035
aaron,0,2036
almighty,1,2036
altar,0,2036
babylon,0,2036
burnt,0,2036
came,5,2036
christ,43,2036
city,2,2036
come,15,2036
commanded,0,2036
daughter,0,2036
daughters,1,2036
david,0,2036
day,8,2036
declares,0,2036
descendant,0,2036
doe,2,2036
father,5,2036
given,7,2036
goat,0,2036
god,70,2036
grain,0,2036
ha,26,2036
hand,1,2036
hear,0,2036
heart,13,2036
israel,0,2036
jeremiah,0,2036
jerusalem,0,2036
jesus,18,2036
judah,0,2036
king,1,2036
kingdom,0,2036
know,15,2036
lamb,0,2036
land,0,2036
let,5,2036
life,8,2036
like,5,2036
lord,29,2036
love,13,2036
male,0,2036
man,4,2036
men,8,2036
month,0,2036
moses,3,2036
mother,0,2036
mouth,0,2036
offering,1,2036
old,2,2036
people,7,2036
pharaoh,0,2036
praise,2,2036
priest,0,2036
prophet,0,2036
reign,0,2036
sacrifice,0,2036
said,7,2036
saw,0,2036
say,8,2036
says,1,2036
seen,3,2036
sent,3,2036
servant,5,2036
sin,6,2036
solomon,0,2036
son,2,2036
sovereign,0,2036
speak,3,2036
spirit,16,2036
taken,2,2036
tell,2,2036
thing,8,2036
tribe,0,2036
wa,32,2036
went,2,2036
wife,0,2036
word,2,2036
year,3,2036
aaron,0,2037
almighty,0,2037
altar,0,2037
babylon,0,2037
burnt,0,2037
came,3,2037
christ,38,2037
city,1,2037
come,6,2037
commanded,0,2037
daughter,0,2037
daughters,0,2037
david,0,2037
day,1,2037
declares,1,2037
descendant,0,2037
doe,10,2037
father,5,2037
given,6,2037
goat,0,2037
god,30,2037
grain,0,2037
ha,10,2037
hand,2,2037
hear,0,2037
heart,0,2037
israel,1,2037
jeremiah,0,2037
jerusalem,5,2037
jesus,17,2037
judah,0,2037
king,0,2037
kingdom,1,2037
know,5,2037
lamb,0,2037
land,0,2037
let,11,2037
life,6,2037
like,8,2037
lord,4,2037
love,4,2037
male,1,2037
man,10,2037
men,6,2037
month,1,2037
moses,0,2037
mother,1,2037
mouth,0,2037
offering,0,2037
old,0,2037
people,4,2037
pharaoh,0,2037
praise,0,2037
priest,0,2037
prophet,0,2037
reign,0,2037
sacrifice,0,2037
said,2,2037
saw,3,2037
say,4,2037
says,1,2037
seen,0,2037
sent,2,2037
servant,1,2037
sin,4,2037
solomon,0,2037
son,14,2037
sovereign,0,2037
speak,0,2037
spirit,18,2037
taken,1,2037
tell,2,2037
thing,7,2037
tribe,0,2037
wa,28,2037
went,5,2037
wife,0,2037
word,1,2037
year,2,2037
aaron,0,2038
almighty,0,2038
altar,0,2038
babylon,0,2038
burnt,0,2038
came,1,2038
christ,49,2038
city,0,2038
come,5,2038
commanded,0,2038
daughter,0,2038
daughters,0,2038
david,0,2038
day,3,2038
declares,0,2038
descendant,0,2038
doe,3,2038
father,10,2038
given,8,2038
goat,0,2038
god,31,2038
grain,0,2038
ha,8,2038
hand,2,2038
hear,0,2038
heart,5,2038
israel,2,2038
jeremiah,0,2038
jerusalem,0,2038
jesus,20,2038
judah,0,2038
king,0,2038
kingdom,2,2038
know,8,2038
lamb,0,2038
land,0,2038
let,3,2038
life,6,2038
like,4,2038
lord,22,2038
love,19,2038
male,0,2038
man,3,2038
men,5,2038
month,0,2038
moses,0,2038
mother,1,2038
mouth,1,2038
offering,1,2038
old,1,2038
people,4,2038
pharaoh,0,2038
praise,4,2038
priest,0,2038
prophet,0,2038
reign,0,2038
sacrifice,1,2038
said,1,2038
saw,0,2038
say,0,2038
says,1,2038
seen,0,2038
sent,0,2038
servant,2,2038
sin,1,2038
solomon,0,2038
son,2,2038
sovereign,0,2038
speak,2,2038
spirit,12,2038
taken,0,2038
tell,2,2038
thing,4,2038
tribe,0,2038
wa,7,2038
went,0,2038
wife,7,2038
word,4,2038
year,0,2038
aaron,0,2039
almighty,0,2039
altar,0,2039
babylon,0,2039
burnt,0,2039
came,0,2039
christ,36,2039
city,0,2039
come,5,2039
commanded,0,2039
daughter,0,2039
daughters,0,2039
david,0,2039
day,6,2039
declares,0,2039
descendant,0,2039
doe,1,2039
father,4,2039
given,1,2039
goat,0,2039
god,24,2039
grain,0,2039
ha,9,2039
hand,0,2039
hear,2,2039
heart,2,2039
israel,1,2039
jeremiah,0,2039
jerusalem,0,2039
jesus,22,2039
judah,0,2039
king,0,2039
kingdom,0,2039
know,10,2039
lamb,0,2039
land,0,2039
let,2,2039
life,3,2039
like,6,2039
lord,15,2039
love,5,2039
male,0,2039
man,2,2039
men,2,2039
month,0,2039
moses,0,2039
mother,0,2039
mouth,0,2039
offering,2,2039
old,0,2039
people,1,2039
pharaoh,0,2039
praise,1,2039
priest,0,2039
prophet,0,2039
reign,0,2039
sacrifice,2,2039
said,0,2039
saw,1,2039
say,2,2039
says,0,2039
seen,1,2039
sent,3,2039
servant,2,2039
sin,0,2039
solomon,0,2039
son,1,2039
sovereign,0,2039
speak,1,2039
spirit,6,2039
taken,1,2039
tell,0,2039
thing,4,2039
tribe,1,2039
wa,6,2039
went,0,2039
wife,0,2039
word,2,2039
year,0,2039
aaron,0,2040
almighty,0,2040
altar,0,2040
babylon,0,2040
burnt,0,2040
came,0,2040
christ,27,2040
city,0,2040
come,3,2040
commanded,0,2040
daughter,0,2040
daughters,0,2040
david,0,2040
day,3,2040
declares,0,2040
descendant,0,2040
doe,2,2040
father,4,2040
given,1,2040
goat,0,2040
god,23,2040
grain,0,2040
ha,11,2040
hand,3,2040
hear,0,2040
heart,5,2040
israel,0,2040
jeremiah,0,2040
jerusalem,0,2040
jesus,7,2040
judah,0,2040
king,0,2040
kingdom,3,2040
know,6,2040
lamb,0,2040
land,0,2040
let,5,2040
life,5,2040
like,0,2040
lord,13,2040
love,6,2040
male,0,2040
man,0,2040
men,2,2040
month,0,2040
moses,0,2040
mother,0,2040
mouth,0,2040
offering,0,2040
old,1,2040
people,1,2040
pharaoh,0,2040
praise,0,2040
priest,0,2040
prophet,0,2040
reign,0,2040
sacrifice,0,2040
said,0,2040
saw,0,2040
say,0,2040
says,0,2040
seen,1,2040
sent,0,2040
servant,5,2040
sin,1,2040
solomon,0,2040
son,1,2040
sovereign,0,2040
speak,0,2040
spirit,2,2040
taken,1,2040
tell,4,2040
thing,10,2040
tribe,0,2040
wa,3,2040
went,0,2040
wife,1,2040
word,4,2040
year,0,2040
aaron,0,2041
almighty,0,2041
altar,0,2041
babylon,0,2041
burnt,0,2041
came,1,2041
christ,10,2041
city,0,2041
come,8,2041
commanded,0,2041
daughter,0,2041
daughters,0,2041
david,0,2041
day,6,2041
declares,0,2041
descendant,0,2041
doe,3,2041
father,5,2041
given,1,2041
goat,0,2041
god,33,2041
grain,0,2041
ha,6,2041
hand,0,2041
hear,0,2041
heart,1,2041
israel,0,2041
jeremiah,0,2041
jerusalem,0,2041
jesus,15,2041
judah,0,2041
king,0,2041
kingdom,1,2041
know,11,2041
lamb,0,2041
land,0,2041
let,3,2041
life,5,2041
like,6,2041
lord,22,2041
love,8,2041
male,0,2041
man,1,2041
men,7,2041
month,0,2041
moses,0,2041
mother,1,2041
mouth,0,2041
offering,0,2041
old,0,2041
people,1,2041
pharaoh,0,2041
praise,1,2041
priest,0,2041
prophet,1,2041
reign,0,2041
sacrifice,0,2041
said,0,2041
saw,0,2041
say,1,2041
says,0,2041
seen,0,2041
sent,2,2041
servant,0,2041
sin,1,2041
solomon,0,2041
son,3,2041
sovereign,0,2041
speak,1,2041
spirit,4,2041
taken,0,2041
tell,3,2041
thing,1,2041
tribe,0,2041
wa,2,2041
went,0,2041
wife,0,2041
word,4,2041
year,0,2041
aaron,0,2042
almighty,0,2042
altar,0,2042
babylon,0,2042
burnt,0,2042
came,0,2042
christ,9,2042
city,0,2042
come,4,2042
commanded,0,2042
daughter,0,2042
daughters,0,2042
david,0,2042
day,4,2042
declares,0,2042
descendant,0,2042
doe,2,2042
father,3,2042
given,0,2042
goat,0,2042
god,14,2042
grain,0,2042
ha,3,2042
hand,1,2042
hear,1,2042
heart,2,2042
israel,0,2042
jeremiah,0,2042
jerusalem,0,2042
jesus,13,2042
judah,0,2042
king,0,2042
kingdom,1,2042
know,3,2042
lamb,0,2042
land,0,2042
let,1,2042
life,0,2042
like,0,2042
lord,22,2042
love,3,2042
male,0,2042
man,3,2042
men,1,2042
month,0,2042
moses,0,2042
mother,0,2042
mouth,2,2042
offering,0,2042
old,0,2042
people,2,2042
pharaoh,0,2042
praise,0,2042
priest,0,2042
prophet,0,2042
reign,0,2042
sacrifice,0,2042
said,0,2042
saw,0,2042
say,0,2042
says,0,2042
seen,0,2042
sent,0,2042
servant,0,2042
sin,0,2042
solomon,0,2042
son,0,2042
sovereign,0,2042
speak,0,2042
spirit,1,2042
taken,1,2042
tell,1,2042
thing,1,2042
tribe,0,2042
wa,2,2042
went,0,2042
wife,0,2042
word,2,2042
year,0,2042
aaron,0,2043
almighty,0,2043
altar,0,2043
babylon,0,2043
burnt,0,2043
came,1,2043
christ,15,2043
city,0,2043
come,6,2043
commanded,0,2043
daughter,0,2043
daughters,0,2043
david,0,2043
day,1,2043
declares,0,2043
descendant,0,2043
doe,3,2043
father,3,2043
given,4,2043
goat,0,2043
god,21,2043
grain,1,2043
ha,9,2043
hand,2,2043
hear,0,2043
heart,2,2043
israel,0,2043
jeremiah,0,2043
jerusalem,0,2043
jesus,14,2043
judah,0,2043
king,4,2043
kingdom,0,2043
know,6,2043
lamb,0,2043
land,0,2043
let,3,2043
life,12,2043
like,0,2043
lord,6,2043
love,6,2043
male,0,2043
man,5,2043
men,10,2043
month,0,2043
moses,0,2043
mother,0,2043
mouth,0,2043
offering,0,2043
old,1,2043
people,5,2043
pharaoh,0,2043
praise,0,2043
priest,0,2043
prophet,0,2043
reign,0,2043
sacrifice,0,2043
said,0,2043
saw,0,2043
say,1,2043
says,1,2043
seen,2,2043
sent,0,2043
servant,0,2043
sin,4,2043
solomon,0,2043
son,2,2043
sovereign,0,2043
speak,0,2043
spirit,3,2043
taken,1,2043
tell,0,2043
thing,4,2043
tribe,0,2043
wa,15,2043
went,1,2043
wife,3,2043
word,2,2043
year,0,2043
aaron,0,2044
almighty,0,2044
altar,0,2044
babylon,0,2044
burnt,0,2044
came,1,2044
christ,13,2044
city,0,2044
come,5,2044
commanded,0,2044
daughter,0,2044
daughters,0,2044
david,1,2044
day,3,2044
declares,0,2044
descendant,0,2044
doe,2,2044
father,1,2044
given,1,2044
goat,0,2044
god,12,2044
grain,0,2044
ha,12,2044
hand,0,2044
hear,2,2044
heart,1,2044
israel,0,2044
jeremiah,0,2044
jerusalem,0,2044
jesus,13,2044
judah,0,2044
king,0,2044
kingdom,2,2044
know,7,2044
lamb,0,2044
land,0,2044
let,0,2044
life,6,2044
like,4,2044
lord,15,2044
love,5,2044
male,0,2044
man,2,2044
men,5,2044
month,0,2044
moses,1,2044
mother,1,2044
mouth,1,2044
offering,1,2044
old,0,2044
people,1,2044
pharaoh,0,2044
praise,0,2044
priest,0,2044
prophet,0,2044
reign,1,2044
sacrifice,0,2044
said,0,2044
saw,0,2044
say,3,2044
says,0,2044
seen,0,2044
sent,1,2044
servant,1,2044
sin,1,2044
solomon,0,2044
son,2,2044
sovereign,0,2044
speak,0,2044
spirit,4,2044
taken,2,2044
tell,0,2044
thing,2,2044
tribe,0,2044
wa,6,2044
went,0,2044
wife,0,2044
word,3,2044
year,0,2044
aaron,0,2045
almighty,0,2045
altar,0,2045
babylon,0,2045
burnt,0,2045
came,0,2045
christ,4,2045
city,0,2045
come,1,2045
commanded,0,2045
daughter,0,2045
daughters,0,2045
david,0,2045
day,0,2045
declares,0,2045
descendant,0,2045
doe,1,2045
father,1,2045
given,1,2045
goat,0,2045
god,11,2045
grain,0,2045
ha,3,2045
hand,0,2045
hear,0,2045
heart,0,2045
israel,0,2045
jeremiah,0,2045
jerusalem,0,2045
jesus,4,2045
judah,0,2045
king,0,2045
kingdom,0,2045
know,1,2045
lamb,0,2045
land,0,2045
let,1,2045
life,3,2045
like,0,2045
lord,0,2045
love,5,2045
male,0,2045
man,2,2045
men,4,2045
month,0,2045
moses,0,2045
mother,0,2045
mouth,0,2045
offering,0,2045
old,0,2045
people,4,2045
pharaoh,0,2045
praise,0,2045
priest,0,2045
prophet,1,2045
reign,0,2045
sacrifice,0,2045
said,1,2045
saw,0,2045
say,2,2045
says,0,2045
seen,0,2045
sent,0,2045
servant,1,2045
sin,0,2045
solomon,0,2045
son,1,2045
sovereign,0,2045
speak,0,2045
spirit,1,2045
taken,0,2045
tell,0,2045
thing,5,2045
tribe,0,2045
wa,2,2045
went,0,2045
wife,1,2045
word,2,2045
year,0,2045
aaron,0,2046
almighty,0,2046
altar,0,2046
babylon,0,2046
burnt,0,2046
came,0,2046
christ,8,2046
city,0,2046
come,0,2046
commanded,0,2046
daughter,0,2046
daughters,0,2046
david,0,2046
day,0,2046
declares,0,2046
descendant,0,2046
doe,0,2046
father,1,2046
given,1,2046
goat,0,2046
god,2,2046
grain,0,2046
ha,3,2046
hand,1,2046
hear,1,2046
heart,2,2046
israel,0,2046
jeremiah,0,2046
jerusalem,0,2046
jesus,6,2046
judah,0,2046
king,0,2046
kingdom,0,2046
know,0,2046
lamb,0,2046
land,0,2046
let,0,2046
life,0,2046
like,0,2046
lord,5,2046
love,3,2046
male,0,2046
man,2,2046
men,0,2046
month,0,2046
moses,0,2046
mother,0,2046
mouth,0,2046
offering,0,2046
old,1,2046
people,0,2046
pharaoh,0,2046
praise,0,2046
priest,0,2046
prophet,0,2046
reign,0,2046
sacrifice,0,2046
said,0,2046
saw,0,2046
say,0,2046
says,0,2046
seen,0,2046
sent,0,2046
servant,0,2046
sin,0,2046
solomon,0,2046
son,2,2046
sovereign,0,2046
speak,0,2046
spirit,1,2046
taken,0,2046
tell,0,2046
thing,2,2046
tribe,0,2046
wa,4,2046
went,0,2046
wife,0,2046
word,0,2046
year,0,2046
aaron,2,2047
almighty,0,2047
altar,3,2047
babylon,0,2047
burnt,2,2047
came,4,2047
christ,15,2047
city,6,2047
come,14,2047
commanded,2,2047
daughter,1,2047
daughters,0,2047
david,2,2047
day,13,2047
declares,3,2047
descendant,2,2047
doe,1,2047
father,10,2047
given,3,2047
goat,3,2047
god,83,2047
grain,0,2047
ha,40,2047
hand,7,2047
hear,3,2047
heart,10,2047
israel,3,2047
jeremiah,0,2047
jerusalem,1,2047
jesus,19,2047
judah,2,2047
king,5,2047
kingdom,2,2047
know,6,2047
lamb,0,2047
land,4,2047
let,17,2047
life,11,2047
like,11,2047
lord,15,2047
love,3,2047
male,0,2047
man,11,2047
men,11,2047
month,1,2047
moses,11,2047
mother,1,2047
mouth,1,2047
offering,6,2047
old,1,2047
people,21,2047
pharaoh,0,2047
praise,0,2047
priest,32,2047
prophet,1,2047
reign,0,2047
sacrifice,19,2047
said,21,2047
saw,4,2047
say,10,2047
says,9,2047
seen,2,2047
sent,1,2047
servant,2,2047
sin,20,2047
solomon,0,2047
son,21,2047
sovereign,0,2047
speak,1,2047
spirit,11,2047
taken,3,2047
tell,1,2047
thing,14,2047
tribe,3,2047
wa,63,2047
went,4,2047
wife,0,2047
word,11,2047
year,6,2047
aaron,0,2048
almighty,1,2048
altar,1,2048
babylon,0,2048
burnt,0,2048
came,0,2048
christ,2,2048
city,1,2048
come,9,2048
commanded,0,2048
daughter,0,2048
daughters,0,2048
david,0,2048
day,1,2048
declares,0,2048
descendant,0,2048
doe,8,2048
father,3,2048
given,1,2048
goat,0,2048
god,16,2048
grain,0,2048
ha,9,2048
hand,0,2048
hear,0,2048
heart,0,2048
israel,0,2048
jeremiah,0,2048
jerusalem,0,2048
jesus,2,2048
judah,0,2048
king,0,2048
kingdom,1,2048
know,6,2048
lamb,0,2048
land,2,2048
let,3,2048
life,5,2048
like,7,2048
lord,11,2048
love,3,2048
male,0,2048
man,17,2048
men,2,2048
month,0,2048
moses,0,2048
mother,0,2048
mouth,2,2048
offering,0,2048
old,0,2048
people,2,2048
pharaoh,0,2048
praise,3,2048
priest,0,2048
prophet,1,2048
reign,0,2048
sacrifice,0,2048
said,2,2048
saw,0,2048
say,9,2048
says,4,2048
seen,1,2048
sent,1,2048
servant,1,2048
sin,4,2048
solomon,0,2048
son,1,2048
sovereign,0,2048
speak,2,2048
spirit,2,2048
taken,0,2048
tell,0,2048
thing,0,2048
tribe,1,2048
wa,7,2048
went,0,2048
wife,0,2048
word,4,2048
year,1,2048
aaron,0,2049
almighty,0,2049
altar,0,2049
babylon,1,2049
burnt,0,2049
came,0,2049
christ,21,2049
city,0,2049
come,4,2049
commanded,0,2049
daughter,1,2049
daughters,0,2049
david,0,2049
day,3,2049
declares,0,2049
descendant,0,2049
doe,2,2049
father,3,2049
given,2,2049
goat,0,2049
god,31,2049
grain,0,2049
ha,5,2049
hand,1,2049
hear,0,2049
heart,2,2049
israel,0,2049
jeremiah,0,2049
jerusalem,0,2049
jesus,9,2049
judah,0,2049
king,2,2049
kingdom,0,2049
know,2,2049
lamb,1,2049
land,0,2049
let,0,2049
life,6,2049
like,7,2049
lord,6,2049
love,9,2049
male,0,2049
man,1,2049
men,8,2049
month,0,2049
moses,0,2049
mother,0,2049
mouth,1,2049
offering,1,2049
old,0,2049
people,5,2049
pharaoh,0,2049
praise,4,2049
priest,0,2049
prophet,0,2049
reign,0,2049
sacrifice,1,2049
said,0,2049
saw,0,2049
say,0,2049
says,1,2049
seen,1,2049
sent,2,2049
servant,1,2049
sin,5,2049
solomon,0,2049
son,1,2049
sovereign,0,2049
speak,1,2049
spirit,8,2049
taken,0,2049
tell,0,2049
thing,4,2049
tribe,0,2049
wa,11,2049
went,1,2049
wife,0,2049
word,6,2049
year,0,2049
aaron,0,2050
almighty,0,2050
altar,0,2050
babylon,0,2050
burnt,0,2050
came,3,2050
christ,8,2050
city,1,2050
come,3,2050
commanded,0,2050
daughter,0,2050
daughters,0,2050
david,0,2050
day,11,2050
declares,0,2050
descendant,0,2050
doe,1,2050
father,2,2050
given,3,2050
goat,0,2050
god,7,2050
grain,0,2050
ha,9,2050
hand,0,2050
hear,0,2050
heart,0,2050
israel,0,2050
jeremiah,0,2050
jerusalem,0,2050
jesus,9,2050
judah,0,2050
king,0,2050
kingdom,1,2050
know,4,2050
lamb,0,2050
land,0,2050
let,0,2050
life,3,2050
like,5,2050
lord,14,2050
love,2,2050
male,0,2050
man,4,2050
men,8,2050
month,0,2050
moses,0,2050
mother,0,2050
mouth,1,2050
offering,0,2050
old,0,2050
people,5,2050
pharaoh,0,2050
praise,0,2050
priest,0,2050
prophet,3,2050
reign,0,2050
sacrifice,0,2050
said,0,2050
saw,1,2050
say,1,2050
says,0,2050
seen,0,2050
sent,1,2050
servant,1,2050
sin,0,2050
solomon,0,2050
son,2,2050
sovereign,1,2050
speak,0,2050
spirit,1,2050
taken,0,2050
tell,0,2050
thing,2,2050
tribe,0,2050
wa,6,2050
went,0,2050
wife,0,2050
word,5,2050
year,1,2050
aaron,0,2051
almighty,0,2051
altar,0,2051
babylon,0,2051
burnt,0,2051
came,1,2051
christ,9,2051
city,0,2051
come,7,2051
commanded,1,2051
daughter,0,2051
daughters,0,2051
david,0,2051
day,1,2051
declares,0,2051
descendant,0,2051
doe,23,2051
father,13,2051
given,6,2051
goat,0,2051
god,61,2051
grain,0,2051
ha,38,2051
hand,1,2051
hear,0,2051
heart,4,2051
israel,0,2051
jeremiah,0,2051
jerusalem,0,2051
jesus,12,2051
judah,0,2051
king,0,2051
kingdom,0,2051
know,36,2051
lamb,0,2051
land,0,2051
let,3,2051
life,24,2051
like,3,2051
lord,0,2051
love,41,2051
male,0,2051
man,5,2051
men,2,2051
month,0,2051
moses,0,2051
mother,0,2051
mouth,0,2051
offering,0,2051
old,2,2051
people,0,2051
pharaoh,0,2051
praise,0,2051
priest,0,2051
prophet,1,2051
reign,0,2051
sacrifice,2,2051
said,0,2051
saw,0,2051
say,0,2051
says,2,2051
seen,9,2051
sent,3,2051
servant,0,2051
sin,18,2051
solomon,0,2051
son,22,2051
sovereign,0,2051
speak,1,2051
spirit,13,2051
taken,0,2051
tell,0,2051
thing,3,2051
tribe,0,2051
wa,4,2051
went,1,2051
wife,0,2051
word,5,2051
year,0,2051
aaron,0,2052
almighty,0,2052
altar,0,2052
babylon,0,2052
burnt,0,2052
came,0,2052
christ,3,2052
city,0,2052
come,1,2052
commanded,1,2052
daughter,0,2052
daughters,0,2052
david,0,2052
day,0,2052
declares,0,2052
descendant,0,2052
doe,3,2052
father,3,2052
given,1,2052
goat,0,2052
god,2,2052
grain,0,2052
ha,2,2052
hand,0,2052
hear,0,2052
heart,0,2052
israel,0,2052
jeremiah,0,2052
jerusalem,0,2052
jesus,2,2052
judah,0,2052
king,0,2052
kingdom,0,2052
know,1,2052
lamb,0,2052
land,0,2052
let,0,2052
life,1,2052
like,0,2052
lord,0,2052
love,5,2052
male,0,2052
man,0,2052
men,0,2052
month,0,2052
moses,0,2052
mother,0,2052
mouth,0,2052
offering,0,2052
old,0,2052
people,0,2052
pharaoh,0,2052
praise,0,2052
priest,0,2052
prophet,0,2052
reign,0,2052
sacrifice,0,2052
said,0,2052
saw,0,2052
say,0,2052
says,0,2052
seen,0,2052
sent,0,2052
servant,0,2052
sin,0,2052
solomon,0,2052
son,2,2052
sovereign,0,2052
speak,0,2052
spirit,0,2052
taken,0,2052
tell,0,2052
thing,0,2052
tribe,0,2052
wa,0,2052
went,0,2052
wife,0,2052
word,0,2052
year,0,2052
aaron,0,2053
almighty,0,2053
altar,0,2053
babylon,0,2053
burnt,0,2053
came,0,2053
christ,0,2053
city,0,2053
come,2,2053
commanded,0,2053
daughter,0,2053
daughters,0,2053
david,0,2053
day,0,2053
declares,0,2053
descendant,0,2053
doe,2,2053
father,0,2053
given,0,2053
goat,0,2053
god,3,2053
grain,0,2053
ha,1,2053
hand,0,2053
hear,1,2053
heart,0,2053
israel,0,2053
jeremiah,0,2053
jerusalem,0,2053
jesus,0,2053
judah,0,2053
king,0,2053
kingdom,0,2053
know,1,2053
lamb,0,2053
land,0,2053
let,0,2053
life,0,2053
like,0,2053
lord,0,2053
love,3,2053
male,0,2053
man,0,2053
men,1,2053
month,0,2053
moses,0,2053
mother,0,2053
mouth,0,2053
offering,0,2053
old,0,2053
people,0,2053
pharaoh,0,2053
praise,0,2053
priest,0,2053
prophet,0,2053
reign,0,2053
sacrifice,0,2053
said,0,2053
saw,0,2053
say,0,2053
says,0,2053
seen,1,2053
sent,0,2053
servant,0,2053
sin,0,2053
solomon,0,2053
son,0,2053
sovereign,0,2053
speak,1,2053
spirit,0,2053
taken,0,2053
tell,1,2053
thing,0,2053
tribe,0,2053
wa,1,2053
went,1,2053
wife,0,2053
word,0,2053
year,0,2053
aaron,0,2054
almighty,0,2054
altar,0,2054
babylon,0,2054
burnt,0,2054
came,0,2054
christ,6,2054
city,0,2054
come,0,2054
commanded,0,2054
daughter,0,2054
daughters,0,2054
david,0,2054
day,1,2054
declares,0,2054
descendant,0,2054
doe,0,2054
father,1,2054
given,0,2054
goat,0,2054
god,3,2054
grain,0,2054
ha,2,2054
hand,0,2054
hear,0,2054
heart,0,2054
israel,0,2054
jeremiah,0,2054
jerusalem,0,2054
jesus,6,2054
judah,0,2054
king,0,2054
kingdom,0,2054
know,1,2054
lamb,0,2054
land,0,2054
let,0,2054
life,1,2054
like,1,2054
lord,7,2054
love,3,2054
male,0,2054
man,0,2054
men,7,2054
month,0,2054
moses,1,2054
mother,0,2054
mouth,0,2054
offering,0,2054
old,0,2054
people,1,2054
pharaoh,0,2054
praise,0,2054
priest,0,2054
prophet,0,2054
reign,0,2054
sacrifice,0,2054
said,2,2054
saw,0,2054
say,0,2054
says,0,2054
seen,0,2054
sent,0,2054
servant,1,2054
sin,0,2054
solomon,0,2054
son,0,2054
sovereign,1,2054
speak,1,2054
spirit,2,2054
taken,1,2054
tell,0,2054
thing,2,2054
tribe,0,2054
wa,4,2054
went,0,2054
wife,0,2054
word,1,2054
year,0,2054
aaron,0,2055
almighty,9,2055
altar,8,2055
babylon,6,2055
burnt,0,2055
came,25,2055
christ,7,2055
city,31,2055
come,47,2055
commanded,0,2055
daughter,0,2055
daughters,0,2055
david,3,2055
day,17,2055
declares,0,2055
descendant,0,2055
doe,6,2055
father,3,2055
given,28,2055
goat,1,2055
god,87,2055
grain,0,2055
ha,47,2055
hand,17,2055
hear,10,2055
heart,4,2055
israel,2,2055
jeremiah,0,2055
jerusalem,3,2055
jesus,14,2055
judah,2,2055
king,19,2055
kingdom,8,2055
know,15,2055
lamb,31,2055
land,7,2055
let,17,2055
life,23,2055
like,66,2055
lord,22,2055
love,6,2055
male,2,2055
man,7,2055
men,15,2055
month,2,2055
moses,1,2055
mother,1,2055
mouth,19,2055
offering,0,2055
old,1,2055
people,19,2055
pharaoh,0,2055
praise,4,2055
priest,3,2055
prophet,7,2055
reign,5,2055
sacrifice,0,2055
said,26,2055
saw,42,2055
say,25,2055
says,1,2055
seen,4,2055
sent,3,2055
servant,12,2055
sin,3,2055
solomon,0,2055
son,5,2055
sovereign,1,2055
speak,1,2055
spirit,22,2055
taken,4,2055
tell,1,2055
thing,9,2055
tribe,20,2055
wa,123,2055
went,5,2055
wife,1,2055
word,25,2055
year,4,2055
