word,value,year
year,0,2011
aaron,0,2012
almighty,63,2012
altar,12,2012
babylon,13,2012
burnt,4,2012
came,14,2012
christ,0,2012
city,53,2012
come,113,2012
commanded,2,2012
daughter,18,2012
daughters,2,2012
david,9,2012
day,112,2012
declares,25,2012
descendant,9,2012
doe,19,2012
father,16,2012
given,12,2012
goat,3,2012
god,122,2012
grain,13,2012
ha,147,2012
hand,81,2012
hear,35,2012
heart,31,2012
israel,86,2012
jeremiah,0,2012
jerusalem,48,2012
jesus,0,2012
judah,28,2012
king,76,2012
kingdom,13,2012
know,40,2012
lamb,9,2012
land,83,2012
let,67,2012
life,14,2012
like,186,2012
lord,478,2012
love,13,2012
male,0,2012
man,45,2012
men,50,2012
month,2,2012
moses,2,2012
mother,5,2012
mouth,27,2012
offering,9,2012
old,15,2012
people,147,2012
pharaoh,3,2012
praise,17,2012
priest,6,2012
prophet,8,2012
reign,5,2012
sacrifice,7,2012
said,45,2012
saw,9,2012
say,105,2012
says,54,2012
seen,10,2012
sent,18,2012
servant,34,2012
sin,26,2012
solomon,0,2012
son,48,2012
sovereign,18,2012
speak,13,2012
spirit,34,2012
taken,17,2012
tell,16,2012
thing,23,2012
tribe,2,2012
wa,63,2012
went,13,2012
wife,3,2012
word,36,2012
year,17,2012
aaron,0,2013
almighty,82,2013
altar,2,2013
babylon,161,2013
burnt,6,2013
came,57,2013
christ,0,2013
city,82,2013
come,100,2013
commanded,12,2013
daughter,22,2013
daughters,6,2013
david,10,2013
day,90,2013
declares,176,2013
descendant,11,2013
doe,13,2013
father,24,2013
given,9,2013
goat,1,2013
god,141,2013
grain,9,2013
ha,144,2013
hand,61,2013
hear,36,2013
heart,41,2013
israel,119,2013
jeremiah,125,2013
jerusalem,107,2013
jesus,0,2013
judah,179,2013
king,238,2013
kingdom,12,2013
know,38,2013
lamb,2,2013
land,176,2013
let,63,2013
life,23,2013
like,129,2013
lord,696,2013
love,9,2013
male,4,2013
man,50,2013
men,83,2013
month,12,2013
moses,1,2013
mother,11,2013
mouth,7,2013
offering,19,2013
old,7,2013
people,226,2013
pharaoh,7,2013
praise,5,2013
priest,34,2013
prophet,78,2013
reign,13,2013
sacrifice,5,2013
said,102,2013
saw,7,2013
say,112,2013
says,132,2013
seen,5,2013
sent,38,2013
servant,16,2013
sin,23,2013
solomon,1,2013
son,161,2013
sovereign,9,2013
speak,19,2013
spirit,1,2013
taken,20,2013
tell,40,2013
thing,21,2013
tribe,2,2013
wa,80,2013
went,27,2013
wife,12,2013
word,119,2013
year,36,2013
aaron,0,2014
almighty,0,2014
altar,1,2014
babylon,0,2014
burnt,0,2014
came,1,2014
christ,0,2014
city,7,2014
come,5,2014
commanded,0,2014
daughter,15,2014
daughters,0,2014
david,0,2014
day,17,2014
declares,0,2014
descendant,0,2014
doe,1,2014
father,1,2014
given,1,2014
goat,0,2014
god,1,2014
grain,0,2014
ha,69,2014
hand,12,2014
hear,0,2014
heart,8,2014
israel,3,2014
jeremiah,0,2014
jerusalem,7,2014
jesus,0,2014
judah,5,2014
king,3,2014
kingdom,1,2014
know,0,2014
lamb,0,2014
land,2,2014
let,10,2014
life,6,2014
like,22,2014
lord,44,2014
love,2,2014
male,0,2014
man,5,2014
men,11,2014
month,0,2014
moses,0,2014
mother,1,2014
mouth,4,2014
offering,0,2014
old,4,2014
people,13,2014
pharaoh,0,2014
praise,0,2014
priest,5,2014
prophet,4,2014
reign,1,2014
sacrifice,0,2014
said,1,2014
saw,1,2014
say,7,2014
says,0,2014
seen,4,2014
sent,2,2014
servant,0,2014
sin,4,2014
solomon,0,2014
son,1,2014
sovereign,0,2014
speak,1,2014
spirit,1,2014
taken,0,2014
tell,0,2014
thing,3,2014
tribe,0,2014
wa,11,2014
went,0,2014
wife,0,2014
word,1,2014
year,0,2014
aaron,0,2015
almighty,2,2015
altar,23,2015
babylon,16,2015
burnt,19,2015
came,70,2015
christ,0,2015
city,52,2015
come,61,2015
commanded,6,2015
daughter,24,2015
daughters,9,2015
david,4,2015
day,98,2015
declares,85,2015
descendant,2,2015
doe,34,2015
father,20,2015
given,11,2015
goat,4,2015
god,40,2015
grain,16,2015
ha,75,2015
hand,78,2015
hear,19,2015
heart,31,2015
israel,170,2015
jeremiah,0,2015
jerusalem,26,2015
jesus,0,2015
judah,17,2015
king,33,2015
kingdom,3,2015
know,82,2015
lamb,7,2015
land,156,2015
let,20,2015
life,11,2015
like,74,2015
lord,442,2015
love,3,2015
male,5,2015
man,164,2015
men,54,2015
month,20,2015
moses,0,2015
mother,9,2015
mouth,12,2015
offering,50,2015
old,2,2015
people,120,2015
pharaoh,12,2015
praise,0,2015
priest,18,2015
prophet,14,2015
reign,0,2015
sacrifice,11,2015
said,64,2015
saw,37,2015
say,106,2015
says,117,2015
seen,14,2015
sent,9,2015
servant,8,2015
sin,61,2015
solomon,0,2015
son,121,2015
sovereign,217,2015
speak,20,2015
spirit,25,2015
taken,6,2015
tell,10,2015
thing,34,2015
tribe,8,2015
wa,185,2015
went,40,2015
wife,7,2015
word,72,2015
year,26,2015
aaron,0,2016
almighty,0,2016
altar,0,2016
babylon,15,2016
burnt,0,2016
came,22,2016
christ,0,2016
city,6,2016
come,21,2016
commanded,3,2016
daughter,2,2016
daughters,0,2016
david,0,2016
day,15,2016
declares,0,2016
descendant,0,2016
doe,5,2016
father,11,2016
given,16,2016
goat,4,2016
god,75,2016
grain,0,2016
ha,31,2016
hand,15,2016
hear,6,2016
heart,5,2016
israel,3,2016
jeremiah,1,2016
jerusalem,10,2016
jesus,0,2016
judah,7,2016
king,152,2016
kingdom,46,2016
know,12,2016
lamb,0,2016
land,7,2016
let,10,2016
life,5,2016
like,32,2016
lord,28,2016
love,2,2016
male,0,2016
man,23,2016
men,44,2016
month,2,2016
moses,2,2016
mother,0,2016
mouth,6,2016
offering,2,2016
old,0,2016
people,29,2016
pharaoh,0,2016
praise,4,2016
priest,0,2016
prophet,1,2016
reign,8,2016
sacrifice,7,2016
said,35,2016
saw,13,2016
say,3,2016
says,0,2016
seen,3,2016
sent,5,2016
servant,11,2016
sin,6,2016
solomon,0,2016
son,6,2016
sovereign,5,2016
speak,4,2016
spirit,6,2016
taken,4,2016
tell,24,2016
thing,6,2016
tribe,0,2016
wa,115,2016
went,9,2016
wife,4,2016
word,9,2016
year,10,2016
aaron,0,2017
almighty,1,2017
altar,4,2017
babylon,0,2017
burnt,1,2017
came,3,2017
christ,0,2017
city,2,2017
come,15,2017
commanded,0,2017
daughter,4,2017
daughters,0,2017
david,1,2017
day,25,2017
declares,4,2017
descendant,0,2017
doe,4,2017
father,0,2017
given,2,2017
goat,0,2017
god,30,2017
grain,6,2017
ha,17,2017
hand,4,2017
hear,3,2017
heart,5,2017
israel,34,2017
jeremiah,0,2017
jerusalem,0,2017
jesus,0,2017
judah,14,2017
king,18,2017
kingdom,1,2017
know,2,2017
lamb,1,2017
land,12,2017
let,8,2017
life,0,2017
like,58,2017
lord,49,2017
love,20,2017
male,0,2017
man,7,2017
men,4,2017
month,0,2017
moses,0,2017
mother,4,2017
mouth,1,2017
offering,2,2017
old,1,2017
people,24,2017
pharaoh,0,2017
praise,0,2017
priest,2,2017
prophet,5,2017
reign,2,2017
sacrifice,10,2017
said,10,2017
saw,2,2017
say,8,2017
says,0,2017
seen,2,2017
sent,1,2017
servant,0,2017
sin,13,2017
solomon,0,2017
son,5,2017
sovereign,0,2017
speak,3,2017
spirit,2,2017
taken,2,2017
tell,0,2017
thing,4,2017
tribe,1,2017
wa,11,2017
went,2,2017
wife,4,2017
word,4,2017
year,0,2017
aaron,0,2018
almighty,1,2018
altar,2,2018
babylon,0,2018
burnt,0,2018
came,1,2018
christ,0,2018
city,1,2018
come,5,2018
commanded,0,2018
daughter,2,2018
daughters,0,2018
david,0,2018
day,12,2018
declares,1,2018
descendant,0,2018
doe,0,2018
father,0,2018
given,1,2018
goat,0,2018
god,11,2018
grain,7,2018
ha,17,2018
hand,1,2018
hear,1,2018
heart,2,2018
israel,3,2018
jeremiah,0,2018
jerusalem,6,2018
jesus,0,2018
judah,6,2018
king,0,2018
kingdom,0,2018
know,2,2018
lamb,0,2018
land,10,2018
let,9,2018
life,0,2018
like,12,2018
lord,32,2018
love,1,2018
male,0,2018
man,0,2018
men,4,2018
month,0,2018
moses,0,2018
mother,0,2018
mouth,0,2018
offering,6,2018
old,2,2018
people,15,2018
pharaoh,0,2018
praise,1,2018
priest,1,2018
prophet,0,2018
reign,0,2018
sacrifice,0,2018
said,1,2018
saw,0,2018
say,3,2018
says,0,2018
seen,0,2018
sent,1,2018
servant,0,2018
sin,0,2018
solomon,0,2018
son,3,2018
sovereign,0,2018
speak,0,2018
spirit,2,2018
taken,0,2018
tell,2,2018
thing,0,2018
tribe,0,2018
wa,1,2018
went,0,2018
wife,0,2018
word,1,2018
year,1,2018
aaron,0,2019
almighty,9,2019
altar,4,2019
babylon,0,2019
burnt,1,2019
came,0,2019
christ,0,2019
city,8,2019
come,4,2019
commanded,1,2019
daughter,1,2019
daughters,0,2019
david,1,2019
day,17,2019
declares,21,2019
descendant,0,2019
doe,6,2019
father,1,2019
given,2,2019
goat,0,2019
god,15,2019
grain,5,2019
ha,11,2019
hand,4,2019
hear,6,2019
heart,1,2019
israel,27,2019
jeremiah,0,2019
jerusalem,2,2019
jesus,0,2019
judah,4,2019
king,8,2019
kingdom,2,2019
know,2,2019
lamb,1,2019
land,20,2019
let,1,2019
life,2,2019
like,11,2019
lord,86,2019
love,2,2019
male,0,2019
man,3,2019
men,6,2019
month,1,2019
moses,0,2019
mother,0,2019
mouth,1,2019
offering,3,2019
old,0,2019
people,13,2019
pharaoh,0,2019
praise,0,2019
priest,1,2019
prophet,3,2019
reign,1,2019
sacrifice,2,2019
said,8,2019
saw,2,2019
say,15,2019
says,14,2019
seen,0,2019
sent,3,2019
servant,1,2019
sin,10,2019
solomon,0,2019
son,6,2019
sovereign,19,2019
speak,0,2019
spirit,0,2019
taken,3,2019
tell,1,2019
thing,0,2019
tribe,0,2019
wa,10,2019
went,0,2019
wife,1,2019
word,7,2019
year,3,2019
aaron,0,2020
almighty,0,2020
altar,0,2020
babylon,0,2020
burnt,0,2020
came,2,2020
christ,0,2020
city,0,2020
come,0,2020
commanded,0,2020
daughter,0,2020
daughters,0,2020
david,0,2020
day,10,2020
declares,2,2020
descendant,0,2020
doe,0,2020
father,0,2020
given,0,2020
goat,0,2020
god,0,2020
grain,0,2020
ha,2,2020
hand,1,2020
hear,0,2020
heart,1,2020
israel,0,2020
jeremiah,0,2020
jerusalem,2,2020
jesus,0,2020
judah,1,2020
king,0,2020
kingdom,1,2020
know,0,2020
lamb,0,2020
land,2,2020
let,1,2020
life,0,2020
like,2,2020
lord,6,2020
love,0,2020
male,0,2020
man,0,2020
men,2,2020
month,0,2020
moses,0,2020
mother,0,2020
mouth,0,2020
offering,0,2020
old,0,2020
people,4,2020
pharaoh,0,2020
praise,0,2020
priest,0,2020
prophet,0,2020
reign,0,2020
sacrifice,0,2020
said,0,2020
saw,0,2020
say,3,2020
says,0,2020
seen,0,2020
sent,1,2020
servant,0,2020
sin,0,2020
solomon,0,2020
son,0,2020
sovereign,1,2020
speak,0,2020
spirit,0,2020
taken,0,2020
tell,0,2020
thing,0,2020
tribe,0,2020
wa,1,2020
went,0,2020
wife,0,2020
word,0,2020
year,0,2020
aaron,0,2021
almighty,0,2021
altar,0,2021
babylon,0,2021
burnt,0,2021
came,2,2021
christ,0,2021
city,6,2021
come,5,2021
commanded,1,2021
daughter,0,2021
daughters,0,2021
david,0,2021
day,4,2021
declares,0,2021
descendant,0,2021
doe,0,2021
father,0,2021
given,0,2021
goat,0,2021
god,15,2021
grain,0,2021
ha,3,2021
hand,1,2021
hear,0,2021
heart,1,2021
israel,0,2021
jeremiah,0,2021
jerusalem,0,2021
jesus,0,2021
judah,0,2021
king,2,2021
kingdom,0,2021
know,1,2021
lamb,0,2021
land,3,2021
let,7,2021
life,4,2021
like,0,2021
lord,26,2021
love,1,2021
male,0,2021
man,3,2021
men,2,2021
month,0,2021
moses,0,2021
mother,0,2021
mouth,0,2021
offering,0,2021
old,0,2021
people,2,2021
pharaoh,0,2021
praise,0,2021
priest,0,2021
prophet,0,2021
reign,0,2021
sacrifice,2,2021
said,9,2021
saw,1,2021
say,0,2021
says,0,2021
seen,0,2021
sent,1,2021
servant,0,2021
sin,0,2021
solomon,0,2021
son,1,2021
sovereign,0,2021
speak,0,2021
spirit,0,2021
taken,0,2021
tell,2,2021
thing,0,2021
tribe,0,2021
wa,10,2021
went,5,2021
wife,0,2021
word,3,2021
year,0,2021
aaron,1,2022
almighty,1,2022
altar,0,2022
babylon,1,2022
burnt,1,2022
came,2,2022
christ,0,2022
city,5,2022
come,18,2022
commanded,0,2022
daughter,6,2022
daughters,0,2022
david,0,2022
day,14,2022
declares,2,2022
descendant,0,2022
doe,3,2022
father,2,2022
given,0,2022
goat,0,2022
god,12,2022
grain,0,2022
ha,8,2022
hand,4,2022
hear,5,2022
heart,0,2022
israel,11,2022
jeremiah,0,2022
jerusalem,8,2022
jesus,0,2022
judah,2,2022
king,5,2022
kingdom,0,2022
know,3,2022
lamb,0,2022
land,8,2022
let,5,2022
life,1,2022
like,24,2022
lord,40,2022
love,2,2022
male,0,2022
man,6,2022
men,5,2022
month,0,2022
moses,1,2022
mother,1,2022
mouth,1,2022
offering,0,2022
old,2,2022
people,18,2022
pharaoh,0,2022
praise,0,2022
priest,1,2022
prophet,4,2022
reign,1,2022
sacrifice,0,2022
said,3,2022
saw,1,2022
say,5,2022
says,4,2022
seen,0,2022
sent,1,2022
servant,0,2022
sin,6,2022
solomon,0,2022
son,2,2022
sovereign,1,2022
speak,1,2022
spirit,2,2022
taken,1,2022
tell,2,2022
thing,0,2022
tribe,0,2022
wa,0,2022
went,0,2022
wife,0,2022
word,3,2022
year,1,2022
aaron,0,2023
almighty,2,2023
altar,0,2023
babylon,0,2023
burnt,0,2023
came,0,2023
christ,0,2023
city,3,2023
come,2,2023
commanded,0,2023
daughter,0,2023
daughters,0,2023
david,0,2023
day,2,2023
declares,2,2023
descendant,1,2023
doe,0,2023
father,0,2023
given,1,2023
goat,0,2023
god,1,2023
grain,0,2023
ha,4,2023
hand,1,2023
hear,0,2023
heart,1,2023
israel,1,2023
jeremiah,0,2023
jerusalem,0,2023
jesus,0,2023
judah,2,2023
king,1,2023
kingdom,1,2023
know,1,2023
lamb,0,2023
land,2,2023
let,0,2023
life,0,2023
like,14,2023
lord,13,2023
love,0,2023
male,0,2023
man,0,2023
men,1,2023
month,0,2023
moses,0,2023
mother,0,2023
mouth,1,2023
offering,0,2023
old,0,2023
people,3,2023
pharaoh,0,2023
praise,0,2023
priest,0,2023
prophet,0,2023
reign,0,2023
sacrifice,0,2023
said,0,2023
saw,0,2023
say,1,2023
says,1,2023
seen,0,2023
sent,0,2023
servant,0,2023
sin,0,2023
solomon,0,2023
son,0,2023
sovereign,0,2023
speak,0,2023
spirit,0,2023
taken,1,2023
tell,0,2023
thing,0,2023
tribe,0,2023
wa,2,2023
went,2,2023
wife,0,2023
word,0,2023
year,0,2023
aaron,0,2024
almighty,1,2024
altar,0,2024
babylon,0,2024
burnt,0,2024
came,2,2024
christ,0,2024
city,3,2024
come,5,2024
commanded,0,2024
daughter,0,2024
daughters,0,2024
david,0,2024
day,3,2024
declares,0,2024
descendant,0,2024
doe,1,2024
father,0,2024
given,0,2024
goat,0,2024
god,4,2024
grain,0,2024
ha,2,2024
hand,2,2024
hear,0,2024
heart,1,2024
israel,0,2024
jeremiah,0,2024
jerusalem,0,2024
jesus,0,2024
judah,0,2024
king,1,2024
kingdom,0,2024
know,0,2024
lamb,0,2024
land,3,2024
let,1,2024
life,3,2024
like,9,2024
lord,12,2024
love,0,2024
male,0,2024
man,1,2024
men,2,2024
month,0,2024
moses,0,2024
mother,0,2024
mouth,0,2024
offering,0,2024
old,0,2024
people,4,2024
pharaoh,0,2024
praise,1,2024
priest,0,2024
prophet,2,2024
reign,0,2024
sacrifice,1,2024
said,0,2024
saw,2,2024
say,2,2024
says,0,2024
seen,0,2024
sent,0,2024
servant,0,2024
sin,0,2024
solomon,0,2024
son,0,2024
sovereign,1,2024
speak,1,2024
spirit,0,2024
taken,0,2024
tell,0,2024
thing,0,2024
tribe,0,2024
wa,3,2024
went,1,2024
wife,0,2024
word,0,2024
year,0,2024
aaron,0,2025
almighty,2,2025
altar,0,2025
babylon,0,2025
burnt,0,2025
came,1,2025
christ,0,2025
city,6,2025
come,3,2025
commanded,0,2025
daughter,2,2025
daughters,0,2025
david,0,2025
day,21,2025
declares,5,2025
descendant,0,2025
doe,4,2025
father,0,2025
given,0,2025
goat,0,2025
god,6,2025
grain,0,2025
ha,6,2025
hand,3,2025
hear,0,2025
heart,1,2025
israel,4,2025
jeremiah,0,2025
jerusalem,4,2025
jesus,0,2025
judah,3,2025
king,2,2025
kingdom,1,2025
know,1,2025
lamb,0,2025
land,8,2025
let,1,2025
life,0,2025
like,7,2025
lord,30,2025
love,1,2025
male,0,2025
man,1,2025
men,3,2025
month,0,2025
moses,0,2025
mother,0,2025
mouth,0,2025
offering,0,2025
old,0,2025
people,7,2025
pharaoh,0,2025
praise,2,2025
priest,1,2025
prophet,1,2025
reign,1,2025
sacrifice,2,2025
said,2,2025
saw,0,2025
say,2,2025
says,0,2025
seen,0,2025
sent,0,2025
servant,0,2025
sin,0,2025
solomon,0,2025
son,6,2025
sovereign,1,2025
speak,1,2025
spirit,0,2025
taken,1,2025
tell,0,2025
thing,0,2025
tribe,0,2025
wa,0,2025
went,0,2025
wife,0,2025
word,2,2025
year,0,2025
aaron,0,2026
almighty,14,2026
altar,0,2026
babylon,0,2026
burnt,0,2026
came,8,2026
christ,0,2026
city,0,2026
come,2,2026
commanded,0,2026
daughter,0,2026
daughters,0,2026
david,0,2026
day,11,2026
declares,12,2026
descendant,0,2026
doe,4,2026
father,0,2026
given,0,2026
goat,0,2026
god,3,2026
grain,1,2026
ha,1,2026
hand,1,2026
hear,0,2026
heart,0,2026
israel,0,2026
jeremiah,0,2026
jerusalem,0,2026
jesus,0,2026
judah,4,2026
king,2,2026
kingdom,0,2026
know,0,2026
lamb,0,2026
land,2,2026
let,0,2026
life,0,2026
like,2,2026
lord,31,2026
love,0,2026
male,0,2026
man,0,2026
men,1,2026
month,6,2026
moses,0,2026
mother,0,2026
mouth,0,2026
offering,0,2026
old,0,2026
people,8,2026
pharaoh,0,2026
praise,0,2026
priest,8,2026
prophet,5,2026
reign,0,2026
sacrifice,0,2026
said,2,2026
saw,1,2026
say,4,2026
says,6,2026
seen,0,2026
sent,1,2026
servant,1,2026
sin,0,2026
solomon,0,2026
son,10,2026
sovereign,0,2026
speak,1,2026
spirit,4,2026
taken,0,2026
tell,1,2026
thing,1,2026
tribe,0,2026
wa,2,2026
went,1,2026
wife,0,2026
word,5,2026
year,3,2026
aaron,0,2027
almighty,53,2027
altar,2,2027
babylon,2,2027
burnt,0,2027
came,11,2027
christ,0,2027
city,8,2027
come,13,2027
commanded,1,2027
daughter,4,2027
daughters,0,2027
david,6,2027
day,30,2027
declares,19,2027
descendant,0,2027
doe,0,2027
father,2,2027
given,3,2027
goat,0,2027
god,13,2027
grain,1,2027
ha,15,2027
hand,11,2027
hear,1,2027
heart,4,2027
israel,5,2027
jeremiah,0,2027
jerusalem,40,2027
jesus,0,2027
judah,23,2027
king,8,2027
kingdom,0,2027
know,6,2027
lamb,0,2027
land,22,2027
let,6,2027
life,0,2027
like,23,2027
lord,138,2027
love,2,2027
male,0,2027
man,13,2027
men,12,2027
month,9,2027
moses,0,2027
mother,1,2027
mouth,1,2027
offering,0,2027
old,1,2027
people,23,2027
pharaoh,0,2027
praise,1,2027
priest,5,2027
prophet,8,2027
reign,0,2027
sacrifice,1,2027
said,18,2027
saw,0,2027
say,15,2027
says,20,2027
seen,0,2027
sent,8,2027
servant,2,2027
sin,3,2027
solomon,0,2027
son,8,2027
sovereign,1,2027
speak,2,2027
spirit,7,2027
taken,2,2027
tell,4,2027
thing,3,2027
tribe,1,2027
wa,24,2027
went,2,2027
wife,1,2027
word,19,2027
year,5,2027
aaron,0,2028
almighty,24,2028
altar,3,2028
babylon,0,2028
burnt,0,2028
came,0,2028
christ,0,2028
city,0,2028
come,4,2028
commanded,0,2028
daughter,1,2028
daughters,0,2028
david,0,2028
day,7,2028
declares,0,2028
descendant,1,2028
doe,1,2028
father,5,2028
given,0,2028
goat,0,2028
god,9,2028
grain,0,2028
ha,5,2028
hand,0,2028
hear,0,2028
heart,4,2028
israel,5,2028
jeremiah,0,2028
jerusalem,2,2028
jesus,0,2028
judah,3,2028
king,1,2028
kingdom,0,2028
know,1,2028
lamb,0,2028
land,3,2028
let,0,2028
life,1,2028
like,5,2028
lord,47,2028
love,0,2028
male,1,2028
man,3,2028
men,2,2028
month,0,2028
moses,1,2028
mother,0,2028
mouth,2,2028
offering,8,2028
old,0,2028
people,2,2028
pharaoh,0,2028
praise,0,2028
priest,1,2028
prophet,1,2028
reign,0,2028
sacrifice,3,2028
said,3,2028
saw,0,2028
say,26,2028
says,2,2028
seen,0,2028
sent,1,2028
servant,2,2028
sin,1,2028
solomon,0,2028
son,2,2028
sovereign,0,2028
speak,0,2028
spirit,3,2028
taken,0,2028
tell,0,2028
thing,3,2028
tribe,0,2028
wa,5,2028
went,0,2028
wife,3,2028
word,1,2028
year,0,2028
aaron,0,2029
almighty,0,2029
altar,6,2029
babylon,3,2029
burnt,0,2029
came,90,2029
christ,17,2029
city,13,2029
come,81,2029
commanded,4,2029
daughter,8,2029
daughters,0,2029
david,16,2029
day,47,2029
declares,0,2029
descendant,1,2029
doe,18,2029
father,99,2029
given,17,2029
goat,1,2029
god,49,2029
grain,1,2029
ha,56,2029
hand,32,2029
hear,16,2029
heart,17,2029
israel,12,2029
jeremiah,3,2029
jerusalem,13,2029
jesus,212,2029
judah,4,2029
king,21,2029
kingdom,55,2029
know,27,2029
lamb,0,2029
land,9,2029
let,28,2029
life,21,2029
like,35,2029
lord,50,2029
love,17,2029
male,1,2029
man,110,2029
men,47,2029
month,0,2029
moses,7,2029
mother,28,2029
mouth,8,2029
offering,1,2029
old,4,2029
people,46,2029
pharaoh,0,2029
praise,3,2029
priest,27,2029
prophet,32,2029
reign,0,2029
sacrifice,2,2029
said,162,2029
saw,36,2029
say,48,2029
says,4,2029
seen,6,2029
sent,19,2029
servant,38,2029
sin,14,2029
solomon,4,2029
son,90,2029
sovereign,0,2029
speak,7,2029
spirit,19,2029
taken,10,2029
tell,83,2029
thing,24,2029
tribe,1,2029
wa,158,2029
went,82,2029
wife,16,2029
word,21,2029
year,2,2029
aaron,0,2030
almighty,0,2030
altar,0,2030
babylon,0,2030
burnt,1,2030
came,58,2030
christ,8,2030
city,4,2030
come,52,2030
commanded,2,2030
daughter,7,2030
daughters,0,2030
david,6,2030
day,26,2030
declares,0,2030
descendant,0,2030
doe,14,2030
father,17,2030
given,10,2030
goat,0,2030
god,50,2030
grain,3,2030
ha,37,2030
hand,28,2030
hear,15,2030
heart,8,2030
israel,2,2030
jeremiah,0,2030
jerusalem,11,2030
jesus,202,2030
judah,0,2030
king,11,2030
kingdom,20,2030
know,21,2030
lamb,1,2030
land,2,2030
let,24,2030
life,9,2030
like,20,2030
lord,17,2030
love,6,2030
male,1,2030
man,79,2030
men,20,2030
month,1,2030
moses,9,2030
mother,18,2030
mouth,2,2030
offering,2,2030
old,4,2030
people,45,2030
pharaoh,0,2030
praise,0,2030
priest,20,2030
prophet,6,2030
reign,0,2030
sacrifice,2,2030
said,125,2030
saw,32,2030
say,30,2030
says,0,2030
seen,5,2030
sent,18,2030
servant,8,2030
sin,9,2030
solomon,0,2030
son,38,2030
sovereign,0,2030
speak,5,2030
spirit,23,2030
taken,4,2030
tell,30,2030
thing,16,2030
tribe,0,2030
wa,104,2030
went,57,2030
wife,7,2030
word,15,2030
year,1,2030
aaron,1,2031
almighty,0,2031
altar,2,2031
babylon,0,2031
burnt,0,2031
came,70,2031
christ,12,2031
city,6,2031
come,82,2031
commanded,2,2031
daughter,7,2031
daughters,1,2031
david,13,2031
day,58,2031
declares,1,2031
descendant,3,2031
doe,22,2031
father,50,2031
given,16,2031
goat,1,2031
god,118,2031
grain,3,2031
ha,94,2031
hand,30,2031
hear,22,2031
heart,16,2031
israel,12,2031
jeremiah,0,2031
jerusalem,32,2031
jesus,222,2031
judah,2,2031
king,15,2031
kingdom,44,2031
know,31,2031
lamb,2,2031
land,3,2031
let,19,2031
life,20,2031
like,32,2031
lord,74,2031
love,17,2031
male,1,2031
man,125,2031
men,43,2031
month,4,2031
moses,10,2031
mother,18,2031
mouth,3,2031
offering,0,2031
old,10,2031
people,82,2031
pharaoh,0,2031
praise,5,2031
priest,16,2031
prophet,24,2031
reign,2,2031
sacrifice,2,2031
said,200,2031
saw,39,2031
say,51,2031
says,8,2031
seen,11,2031
sent,36,2031
servant,37,2031
sin,10,2031
solomon,2,2031
son,147,2031
sovereign,1,2031
speak,11,2031
spirit,33,2031
taken,13,2031
tell,67,2031
thing,39,2031
tribe,2,2031
wa,231,2031
went,68,2031
wife,12,2031
word,23,2031
year,11,2031
aaron,0,2032
almighty,0,2032
altar,0,2032
babylon,0,2032
burnt,0,2032
came,50,2032
christ,19,2032
city,1,2032
come,95,2032
commanded,4,2032
daughter,1,2032
daughters,0,2032
david,1,2032
day,33,2032
declares,0,2032
descendant,1,2032
doe,28,2032
father,121,2032
given,27,2032
goat,0,2032
god,76,2032
grain,0,2032
ha,84,2032
hand,12,2032
hear,10,2032
heart,4,2032
israel,3,2032
jeremiah,0,2032
jerusalem,13,2032
jesus,275,2032
judah,0,2032
king,16,2032
kingdom,4,2032
know,86,2032
lamb,2,2032
land,0,2032
let,15,2032
life,52,2032
like,6,2032
lord,39,2032
love,35,2032
male,0,2032
man,97,2032
men,13,2032
month,1,2032
moses,13,2032
mother,9,2032
mouth,0,2032
offering,2,2032
old,3,2032
people,25,2032
pharaoh,0,2032
praise,5,2032
priest,19,2032
prophet,11,2032
reign,0,2032
sacrifice,0,2032
said,200,2032
saw,33,2032
say,35,2032
says,3,2032
seen,24,2032
sent,55,2032
servant,9,2032
sin,15,2032
solomon,0,2032
son,63,2032
sovereign,0,2032
speak,12,2032
spirit,24,2032
taken,7,2032
tell,45,2032
thing,22,2032
tribe,0,2032
wa,188,2032
went,49,2032
wife,1,2032
word,38,2032
year,5,2032
aaron,1,2033
almighty,0,2033
altar,1,2033
babylon,1,2033
burnt,0,2033
came,61,2033
christ,24,2033
city,44,2033
come,38,2033
commanded,5,2033
daughter,3,2033
daughters,0,2033
david,10,2033
day,82,2033
declares,0,2033
descendant,4,2033
doe,8,2033
father,28,2033
given,7,2033
goat,0,2033
god,160,2033
grain,2,2033
ha,58,2033
hand,35,2033
hear,17,2033
heart,17,2033
israel,17,2033
jeremiah,0,2033
jerusalem,59,2033
jesus,74,2033
judah,0,2033
king,20,2033
kingdom,8,2033
know,37,2033
lamb,1,2033
land,13,2033
let,22,2033
life,16,2033
like,13,2033
lord,102,2033
love,0,2033
male,0,2033
man,71,2033
men,103,2033
month,2,2033
moses,23,2033
mother,3,2033
mouth,7,2033
offering,3,2033
old,3,2033
people,91,2033
pharaoh,2,2033
praise,1,2033
priest,23,2033
prophet,22,2033
reign,1,2033
sacrifice,3,2033
said,135,2033
saw,34,2033
say,16,2033
says,3,2033
seen,14,2033
sent,43,2033
servant,11,2033
sin,8,2033
solomon,1,2033
son,15,2033
sovereign,1,2033
speak,25,2033
spirit,67,2033
taken,15,2033
tell,14,2033
thing,8,2033
tribe,2,2033
wa,243,2033
went,78,2033
wife,5,2033
word,37,2033
year,12,2033
aaron,0,2034
