10,-7.4375455343047125,-4.197565422145625
20,-8.082848697062207,-4.9572280983350065
30,-9.75169336800482,-5.274570548809131
40,-10.833737365599239,-5.812691469477731
50,-11.084296402188851,-6.322730801860519
60,-11.84700494073344,-6.631151103227523
70,-12.324319528733648,-7.08564077134699
80,-11.968569163208661,-7.338140779897363
90,-12.227245814647882,-8.044357471220756
100,-12.137802214379574,-8.028921959708162
