3814,3726,10551,4266,5322,6527,7509,5354,5501,9847,5968,4482,6531,8054,7085,2518,3353,4946,5014,6760
1032,575,2216,2034,741,2388,1879,1861,1247,2699,1717,1594,834,862,2291,485,1876,1522,1457,1129
